date,close_indice,close_future
2016-10-04,8769.1504,"8,799.70"
2016-10-05,8743.9502,"8,775.35"
2016-10-06,8709.5498,"8,731.35"
2016-10-07,8697.5996,"8,722.75"
2016-10-08,8697.5996,"8,722.75"
2016-10-09,8697.5996,"8,722.75"
2016-10-10,8708.7998,"8,739.95"
2016-10-11,8708.7998,"8,700.50"
2016-10-12,8708.7998,"8,710.25"
2016-10-13,8573.3496,"8,580.45"
2016-10-14,8583.4004,"8,605.10"
2016-10-15,8583.4004,"8,605.10"
2016-10-16,8583.4004,"8,605.10"
2016-10-17,8520.4004,"8,523.90"
2016-10-18,8677.9004,"8,679.85"
2016-10-19,8659.0996,"8,665.25"
2016-10-20,8699.4004,"8,705.15"
2016-10-21,8693.0498,"8,700.35"
2016-10-22,8693.0498,"8,700.35"
2016-10-23,8693.0498,"8,700.35"
2016-10-24,8708.9502,"8,720.25"
2016-10-25,8691.2998,"8,700.35"
2016-10-26,8615.25,"8,616.75"
2016-10-27,8615.25,"8,615.25"
2016-10-28,8638.0,"8,667.40"
2016-10-29,8638.0,"8,667.40"
2016-10-30,8638.0,"8,629.20"
2016-10-31,8638.0,"8,621.50"
2016-11-01,8626.25,"8,651.75"
2016-11-02,8514.0,"8,542.60"
2016-11-03,8484.9502,"8,517.90"
2016-11-04,8433.75,"8,458.20"
2016-11-05,8433.75,"8,458.20"
2016-11-06,8433.75,"8,458.20"
2016-11-07,8497.0498,"8,520.00"
2016-11-08,8543.5498,"8,566.55"
